,source,target,stimulation,inhibition,mode_of_action
4255,O60602,Q9NR96,1,0,1.0
4256,Q9NR96,O60602,1,0,1.0
4257,O60602,Q9NYK1,1,0,1.0
4258,Q9NYK1,O60602,1,0,1.0
4259,O60602,Q15399,1,0,1.0
4260,Q15399,O60602,1,0,1.0
4261,Q9NR96,Q9Y2C9,1,0,1.0
4262,Q9Y2C9,Q9NR96,1,0,1.0
4263,Q9NYK1,Q9Y2C9,1,0,1.0
4264,Q9Y2C9,Q9NYK1,1,0,1.0
4265,Q15399,Q9Y2C9,1,0,1.0
4266,Q9Y2C9,Q15399,1,0,1.0
4267,Q9NR96,Q9NYK1,1,0,1.0
4268,Q9NYK1,Q9NR96,0,0,0.1
4269,Q15399,Q9NR96,1,0,1.0
4270,Q9NR96,Q15399,1,0,1.0
4271,Q15399,Q9NYK1,1,0,1.0
4272,Q9NYK1,Q15399,1,0,1.0
4273,P21580,Q13546,0,1,-1.0
4274,Q13546,P21580,0,0,0.1
4275,P22694,P08138,1,0,1.0
4276,P21580,Q9Y4K3,0,1,-1.0
4277,P42345,O00141,1,0,1.0
4278,Q05513,Q07812,0,1,-1.0
4279,O76064,Q9NS91,1,0,1.0
4280,P01375,P48736,1,0,1.0
4281,P05412,P45984,0,0,0.1
4282,P45984,P05412,1,0,1.0
4283,P19438,Q12933,1,0,1.0
4284,P20333,Q13077,1,0,1.0
4285,Q13077,P20333,0,0,0.1
4286,Q9UKE5,Q9NQB0,1,0,1.0
4287,Q07912,Q9Y5X1,1,0,1.0
4288,Q9H2K2,O15169,0,1,-1.0
4289,Q9H2K2,Q9Y2T1,0,1,-1.0
4290,O95271,O15169,0,1,-1.0
4291,O95271,Q9Y2T1,0,1,-1.0
4292,Q99986,Q12888,1,0,1.0
4293,Q99986,P04637,1,0,1.0
4294,Q9NS56,P04637,1,0,1.0
4295,P06213,Q92569,0,0,0.1
4296,P04637,Q16611,1,0,1.0
4297,P06241,P16410,0,1,-1.0
4298,P04637,P14921,0,1,-1.0
4299,P04637,Q15418,1,0,1.0
4300,P04637,O75582,1,0,1.0
4301,P04637,P51812,0,0,0.1
4302,P51812,P04637,0,0,0.1
4303,P04637,Q15349,1,0,1.0
4304,P04637,O75676,1,0,1.0
4305,O15530,P05771,1,0,1.0
4306,Q96S44,P04637,1,0,1.0
4307,Q15628,Q13490,1,0,1.0
4308,Q15628,Q13077,1,0,1.0
4309,Q15628,O00463,1,0,1.0
4310,P17612,Q13972,1,0,1.0
4311,Q12933,Q13233,1,0,1.0
4312,Q12933,Q12851,1,0,1.0
4313,P51617,Q9Y4K3,1,0,1.0
4314,Q9Y4K3,P51617,0,0,0.1
4315,Q9Y4K3,Q9UDY8,1,0,1.0
4316,Q99558,Q9Y4K3,0,0,0.1
4317,Q9Y4K3,Q99558,1,0,1.0
4318,Q9Y4K3,Q8N5C8,1,0,1.0
4319,Q9Y4K3,Q9Y6Q6,1,0,1.0
4320,Q9Y6Q6,Q9Y4K3,0,0,0.1
4321,Q96RU7,P31749,0,1,-1.0
4322,Q96RU7,Q9Y243,0,1,-1.0
4323,Q96RU7,P31751,0,1,-1.0
4324,Q00534,Q01196,1,0,1.0
4325,P09341,P17612,0,1,-1.0
4326,P19474,P49915,0,1,-1.0
4327,O15164,P10275,1,0,1.0
4328,O15164,P04637,0,1,-1.0
4329,P28482,P23396,1,0,1.0
4330,P27361,P25098,0,1,-1.0
4331,Q9UQM7,Q96PM5,0,1,-1.0
4332,Q15643,P10827,1,0,1.0
4333,Q15643,P10828,1,0,1.0
4334,P17612,P16144,0,1,-1.0
4335,Q92574,Q15382,0,1,-1.0
4336,Q15139,Q9UQL6,0,1,-1.0
4337,Q99576,Q12778,0,1,-1.0
4338,Q99576,P98177,0,1,-1.0
4339,Q99576,Q00653,0,1,-1.0
4340,Q99576,Q04206,0,1,-1.0
4341,P33981,P00519,0,1,-1.0
4342,P68400,Q13563,1,0,1.0
4343,P17612,P61224,1,0,1.0
4344,O96017,P33981,1,0,1.0
4345,P33981,O96017,0,0,0.1
4346,P33981,P04637,1,0,1.0
4347,Q8NG68,Q71U36,0,1,-1.0
4348,Q8NG68,P68363,0,1,-1.0
4349,Q8NG68,P0DPH7,0,1,-1.0
4350,P07437,Q15796,0,1,-1.0
4351,P07437,P84022,0,1,-1.0
4352,Q05513,Q96RI1,1,0,1.0
4353,P42681,P16410,1,0,1.0
4354,P42681,Q13094,1,0,1.0
4355,Q9NPG1,P63211,1,0,1.0
4356,Q05655,P40763,1,0,1.0
4357,Q9BZK7,P20749,0,1,-1.0
4358,P29597,P51452,1,0,1.0
4359,P0CG48,O60260,1,0,1.0
4360,P49459,P12004,1,0,1.0
4361,P63279,O75030,0,1,-1.0
4362,P17612,Q96PU5,0,1,-1.0
4363,P63279,Q13485,1,0,1.0
4364,P63279,P35712,0,1,-1.0
4365,O15169,P36894,0,1,-1.0
4366,Q86X55,P23759,1,0,1.0
4367,P27361,P84243,1,0,1.0
4368,P28482,O75581,1,0,1.0
4369,P27361,O75581,1,0,1.0
4370,P07948,Q06187,1,0,1.0
4371,Q06187,P07948,0,0,0.1
4372,Q96GD4,P25490,1,0,1.0
4373,Q04721,P15923,0,1,-1.0
4374,P49841,O75444,0,0,0.1
4375,P31947,Q92934,0,1,-1.0
4376,P61981,Q92934,0,1,-1.0
4377,P31946,Q92934,0,1,-1.0
4378,P63104,Q92934,0,1,-1.0
4379,P62258,Q92934,0,1,-1.0
4380,P27348,Q92934,0,1,-1.0
4381,P31947,Q9UQL6,0,1,-1.0
4382,P61981,Q9UQL6,0,1,-1.0
4383,P31946,Q9UQL6,0,1,-1.0
4384,Q04917,Q9UQL6,0,1,-1.0
4385,P63104,Q9UQL6,0,1,-1.0
4386,P62258,Q9UQL6,0,1,-1.0
4387,P27348,Q9UQL6,0,1,-1.0
4388,Q9Y297,P46937,0,1,-1.0
4389,P30556,P50148,1,0,1.0
4390,P31749,P14598,1,0,1.0
4391,Q9Y243,P14598,1,0,1.0
4392,P31751,P14598,1,0,1.0
4393,P25098,P32245,0,1,-1.0
4394,P31749,P10275,0,1,-1.0
4395,P31751,Q9UBK2,0,1,-1.0
4396,P31751,P49815,0,1,-1.0
4397,P00519,Q06187,0,1,-1.0
4398,Q96GD4,P84243,1,0,1.0
4399,Q96GD4,Q9NS23,0,1,-1.0
4400,P32238,P50148,1,0,1.0
4401,Q9Y243,Q00987,1,0,1.0
4402,P31751,Q00987,1,0,1.0
4403,O00311,Q9NS91,0,0,0.1
4404,P06493,P10275,1,0,1.0
4405,P06493,P38398,1,0,1.0
4406,P06493,P06748,0,1,-1.0
4407,P06748,P06493,0,0,0.1
4408,P06493,P29590,0,1,-1.0
4409,P06493,Q99638,1,0,1.0
4410,P06493,Q96EB6,1,0,1.0
4411,P24941,Q12959,1,0,1.0
4412,Q9H1C0,Q14344,1,0,1.0
4413,Q9BXH1,Q92843,0,1,-1.0
4414,P06493,Q16659,1,0,1.0
4415,Q00534,P06400,0,1,-1.0
4416,Q16566,Q99623,0,1,-1.0
4417,P50613,P21127,1,0,1.0
4418,P00519,P05412,0,1,-1.0
4419,P31749,P78362,1,0,1.0
4420,Q9Y243,P78362,1,0,1.0
4421,P31751,P78362,1,0,1.0
4422,P31749,Q15942,0,1,-1.0
4423,Q9Y243,Q15942,0,1,-1.0
4424,P31751,Q15942,0,1,-1.0
4425,P06493,O00571,0,1,-1.0
4426,P06493,Q01167,1,0,1.0
4427,P06493,P55211,0,1,-1.0
4428,Q5VWQ8,P31947,0,1,-1.0
4429,Q5VWQ8,P61981,0,1,-1.0
4430,Q5VWQ8,P31946,0,1,-1.0
4431,Q5VWQ8,Q04917,0,1,-1.0
4432,Q5VWQ8,P63104,0,1,-1.0
4433,Q5VWQ8,P62258,0,1,-1.0
4434,Q5VWQ8,P27348,0,1,-1.0
4435,P48729,P10070,0,1,-1.0
